Day;Hours;Price(DKK/Mwh)
16-05-2016;21 - 22;178.86
16-05-2016;22 - 23;176.26
16-05-2016;23 - 00;170.31
17-05-2016;00 - 01;171.43
17-05-2016;01 - 02;167.71
17-05-2016;02 - 03;164.29
17-05-2016;03 - 04;160.64
17-05-2016;04 - 05;161.61
17-05-2016;05 - 06;170.38
17-05-2016;06 - 07;186.22
17-05-2016;07 - 08;225.72
17-05-2016;08 - 09;270.12
17-05-2016;09 - 10;226.68
17-05-2016;10 - 11;210.47
17-05-2016;11 - 12;206.68
17-05-2016;12 - 13;192.92
17-05-2016;13 - 14;189.87
17-05-2016;14 - 15;195.89
17-05-2016;15 - 16;200.28
17-05-2016;16 - 17;193.44
17-05-2016;17 - 18;200.43
17-05-2016;18 - 19;194.18
17-05-2016;19 - 20;195.67
17-05-2016;20 - 21;200.36
17-05-2016;21 - 22;203.55
17-05-2016;22 - 23;192.55
17-05-2016;23 - 00;179.68
18-05-2016;00 - 01;176.48
18-05-2016;01 - 02;174.55
18-05-2016;02 - 03;171.95
18-05-2016;03 - 04;166.37
18-05-2016;04 - 05;169.19
18-05-2016;05 - 06;178.34
18-05-2016;06 - 07;207.57
18-05-2016;07 - 08;269
18-05-2016;08 - 09;293.62
18-05-2016;09 - 10;262.6
18-05-2016;10 - 11;242.3
18-05-2016;11 - 12;230.4
18-05-2016;12 - 13;231.44
18-05-2016;13 - 14;229.81
18-05-2016;14 - 15;229.58
18-05-2016;15 - 16;225.49
18-05-2016;16 - 17;227.35
18-05-2016;17 - 18;235.68
18-05-2016;18 - 19;246.02
18-05-2016;19 - 20;253.61
18-05-2016;20 - 21;251.45
18-05-2016;21 - 22;245.05
18-05-2016;22 - 23;226.16
18-05-2016;23 - 00;197.38
19-05-2016;00 - 01;182.06
19-05-2016;01 - 02;170.38
19-05-2016;02 - 03;165.33
19-05-2016;03 - 04;163.24
19-05-2016;04 - 05;165.77
19-05-2016;05 - 06;177.75
19-05-2016;06 - 07;229.21
19-05-2016;07 - 08;293.02
19-05-2016;08 - 09;342.11
19-05-2016;09 - 10;328.2
19-05-2016;10 - 11;334.67
19-05-2016;11 - 12;334
19-05-2016;12 - 13;298
19-05-2016;13 - 14;289.75
19-05-2016;14 - 15;260.3
19-05-2016;15 - 16;245.87
19-05-2016;16 - 17;237.32
19-05-2016;17 - 18;240.59
19-05-2016;18 - 19;252.86
19-05-2016;19 - 20;261.93
19-05-2016;20 - 21;253.75
19-05-2016;21 - 22;245.72
19-05-2016;22 - 23;218.35
19-05-2016;23 - 00;186.22
20-05-2016;00 - 01;178.05
20-05-2016;01 - 02;171.21
20-05-2016;02 - 03;160.43
20-05-2016;03 - 04;158.72
20-05-2016;04 - 05;160.06
20-05-2016;05 - 06;172.77
20-05-2016;06 - 07;196.05
20-05-2016;07 - 08;225.88
20-05-2016;08 - 09;260.09
20-05-2016;09 - 10;237.33
20-05-2016;10 - 11;204.53
20-05-2016;11 - 12;193.23
20-05-2016;12 - 13;185.86
20-05-2016;13 - 14;180.73
20-05-2016;14 - 15;180.14
20-05-2016;15 - 16;179.99
20-05-2016;16 - 17;181.1
20-05-2016;17 - 18;185.64
20-05-2016;18 - 19;183.41
20-05-2016;19 - 20;183.86
20-05-2016;20 - 21;182.52
20-05-2016;21 - 22;183.63
20-05-2016;22 - 23;182.14
20-05-2016;23 - 00;178.28
21-05-2016;00 - 01;178.72
21-05-2016;01 - 02;174.71
21-05-2016;02 - 03;168.09
21-05-2016;03 - 04;161.77
21-05-2016;04 - 05;159.76
21-05-2016;05 - 06;156.26
21-05-2016;06 - 07;160.65
21-05-2016;07 - 08;171.58
21-05-2016;08 - 09;174.71
21-05-2016;09 - 10;174.63
21-05-2016;10 - 11;174.63
21-05-2016;11 - 12;173.67
21-05-2016;12 - 13;170.24
21-05-2016;13 - 14;168.98
21-05-2016;14 - 15;163.63
21-05-2016;15 - 16;162.51
21-05-2016;16 - 17;161.32
21-05-2016;17 - 18;164.67
21-05-2016;18 - 19;175.67
21-05-2016;19 - 20;181.03
21-05-2016;20 - 21;177.91
21-05-2016;21 - 22;177.76
21-05-2016;22 - 23;177.53
21-05-2016;23 - 00;174.19
22-05-2016;00 - 01;163.17
22-05-2016;01 - 02;156.26
22-05-2016;02 - 03;150.98
22-05-2016;03 - 04;151.94
22-05-2016;04 - 05;152.61
22-05-2016;05 - 06;148.15
22-05-2016;06 - 07;147.41
22-05-2016;07 - 08;154.62
22-05-2016;08 - 09;167.49
22-05-2016;09 - 10;173.81
22-05-2016;10 - 11;175.82
22-05-2016;11 - 12;174.33
22-05-2016;12 - 13;171.43
22-05-2016;13 - 14;169.35
22-05-2016;14 - 15;167.26
22-05-2016;15 - 16;164.96
22-05-2016;16 - 17;164.88
22-05-2016;17 - 18;162.43
22-05-2016;18 - 19;162.58
22-05-2016;19 - 20;172.69
22-05-2016;20 - 21;177.08
22-05-2016;21 - 22;177.38
22-05-2016;22 - 23;177.31
22-05-2016;23 - 00;170.31
23-05-2016;00 - 01;164.14
23-05-2016;01 - 02;154.84
23-05-2016;02 - 03;145.1
23-05-2016;03 - 04;140.64
23-05-2016;04 - 05;144.73
23-05-2016;05 - 06;159.16
23-05-2016;06 - 07;208.62
23-05-2016;07 - 08;256.66
23-05-2016;08 - 09;267.22
23-05-2016;09 - 10;252.79
23-05-2016;10 - 11;267.74
23-05-2016;11 - 12;267.3
23-05-2016;12 - 13;252.2
23-05-2016;13 - 14;249.45
23-05-2016;14 - 15;241.71
23-05-2016;15 - 16;243.79
23-05-2016;16 - 17;237.7
23-05-2016;17 - 18;235.61
23-05-2016;18 - 19;241.64
23-05-2016;19 - 20;246.1
23-05-2016;20 - 21;252.65
23-05-2016;21 - 22;237.77
23-05-2016;22 - 23;181.99
23-05-2016;23 - 00;168.9
24-05-2016;00 - 01;159.69
24-05-2016;01 - 02;156.64
24-05-2016;02 - 03;148.69
24-05-2016;03 - 04;145.93
24-05-2016;04 - 05;150.99
24-05-2016;05 - 06;164.45
24-05-2016;06 - 07;194.35
24-05-2016;07 - 08;255.72
24-05-2016;08 - 09;275.88
24-05-2016;09 - 10;269.18
24-05-2016;10 - 11;274.76
24-05-2016;11 - 12;268.21
24-05-2016;12 - 13;246.12
24-05-2016;13 - 14;245.45
24-05-2016;14 - 15;243.15
24-05-2016;15 - 16;229.98
24-05-2016;16 - 17;216.59
24-05-2016;17 - 18;221.65
24-05-2016;18 - 19;232.44
24-05-2016;19 - 20;239.5
24-05-2016;20 - 21;235.34
24-05-2016;21 - 22;240.84
24-05-2016;22 - 23;226.34
24-05-2016;23 - 00;185.8
25-05-2016;00 - 01;170.85
25-05-2016;01 - 02;167.88
25-05-2016;02 - 03;160.44
25-05-2016;03 - 04;156.2
25-05-2016;04 - 05;160.88
25-05-2016;05 - 06;171
25-05-2016;06 - 07;229.98
25-05-2016;07 - 08;266.28
25-05-2016;08 - 09;291.57
25-05-2016;09 - 10;260.26
25-05-2016;10 - 11;254.08
25-05-2016;11 - 12;245.97
25-05-2016;12 - 13;230.73
25-05-2016;13 - 14;215.33
25-05-2016;14 - 15;224.11
25-05-2016;15 - 16;224.03
25-05-2016;16 - 17;229.83
25-05-2016;17 - 18;244.86
25-05-2016;18 - 19;266.28
25-05-2016;19 - 20;272.31
25-05-2016;20 - 21;273.42
25-05-2016;21 - 22;263.97
25-05-2016;22 - 23;259.73
25-05-2016;23 - 00;208.71
26-05-2016;00 - 01;191.45
26-05-2016;01 - 02;179.7
26-05-2016;02 - 03;174.2
26-05-2016;03 - 04;173.08
26-05-2016;04 - 05;173.53
26-05-2016;05 - 06;176.95
26-05-2016;06 - 07;194.5
26-05-2016;07 - 08;230.28
26-05-2016;08 - 09;230.35
26-05-2016;09 - 10;207.82
26-05-2016;10 - 11;194.88
26-05-2016;11 - 12;188.93
26-05-2016;12 - 13;194.06
26-05-2016;13 - 14;189.22
26-05-2016;14 - 15;188.18
26-05-2016;15 - 16;190.26
26-05-2016;16 - 17;191.6
26-05-2016;17 - 18;208.78
26-05-2016;18 - 19;252.89
26-05-2016;19 - 20;262.34
26-05-2016;20 - 21;259.96
26-05-2016;21 - 22;245.01
26-05-2016;22 - 23;246.2
26-05-2016;23 - 00;200.38
27-05-2016;00 - 01;181.64
27-05-2016;01 - 02;174.13
27-05-2016;02 - 03;163.2
27-05-2016;03 - 04;153.24
27-05-2016;04 - 05;161.27
27-05-2016;05 - 06;174.35
27-05-2016;06 - 07;207.29
27-05-2016;07 - 08;245.28
27-05-2016;08 - 09;263.79
27-05-2016;09 - 10;254.72
27-05-2016;10 - 11;244.98
27-05-2016;11 - 12;244.69
27-05-2016;12 - 13;225.8
27-05-2016;13 - 14;202.23
27-05-2016;14 - 15;198.07
27-05-2016;15 - 16;199.7
27-05-2016;16 - 17;205.8
27-05-2016;17 - 18;230.19
27-05-2016;18 - 19;244.69
27-05-2016;19 - 20;246.84
27-05-2016;20 - 21;239.33
27-05-2016;21 - 22;236.8
27-05-2016;22 - 23;224.76
27-05-2016;23 - 00;193.24
28-05-2016;00 - 01;215.08
28-05-2016;01 - 02;181.32
28-05-2016;02 - 03;169.49
28-05-2016;03 - 04;164.66
28-05-2016;04 - 05;161.31
28-05-2016;05 - 06;162.95
28-05-2016;06 - 07;167.78
28-05-2016;07 - 08;178.64
28-05-2016;08 - 09;197.61
28-05-2016;09 - 10;200.43
28-05-2016;10 - 11;181.91
28-05-2016;11 - 12;175.59
28-05-2016;12 - 13;171.95
28-05-2016;13 - 14;168.08
28-05-2016;14 - 15;164.21
28-05-2016;15 - 16;162.87
28-05-2016;16 - 17;164.96
28-05-2016;17 - 18;170.83
28-05-2016;18 - 19;183.03
28-05-2016;19 - 20;196.49
28-05-2016;20 - 21;201.55
28-05-2016;21 - 22;191.06
28-05-2016;22 - 23;173.66
28-05-2016;23 - 00;166.07
29-05-2016;00 - 01;154.19
29-05-2016;01 - 02;149.43
29-05-2016;02 - 03;136.56
29-05-2016;03 - 04;128.97
29-05-2016;04 - 05;126.82
29-05-2016;05 - 06;115.74
29-05-2016;06 - 07;121.61
29-05-2016;07 - 08;142.96
29-05-2016;08 - 09;162.07
29-05-2016;09 - 10;165.72
29-05-2016;10 - 11;168.69
29-05-2016;11 - 12;168.69
29-05-2016;12 - 13;168.99
29-05-2016;13 - 14;167.43
29-05-2016;14 - 15;163.34
29-05-2016;15 - 16;158.43
29-05-2016;16 - 17;159.4
29-05-2016;17 - 18;165.5
29-05-2016;18 - 19;167.95
29-05-2016;19 - 20;167.8
29-05-2016;20 - 21;169.36
29-05-2016;21 - 22;171.37
29-05-2016;22 - 23;169.66
29-05-2016;23 - 00;148.83
30-05-2016;00 - 01;134.4
30-05-2016;01 - 02;105.4
30-05-2016;02 - 03;93.5
30-05-2016;03 - 04;83.9
30-05-2016;04 - 05;90.37
30-05-2016;05 - 06;146.6
30-05-2016;06 - 07;181.93
30-05-2016;07 - 08;193.24
30-05-2016;08 - 09;210.87
30-05-2016;09 - 10;209.6
30-05-2016;10 - 11;209.16
30-05-2016;11 - 12;201.2
30-05-2016;12 - 13;193.98
30-05-2016;13 - 14;189
30-05-2016;14 - 15;186.25
30-05-2016;15 - 16;183.5
30-05-2016;16 - 17;183.05
30-05-2016;17 - 18;184.91
30-05-2016;18 - 19;185.28
30-05-2016;19 - 20;186.32
30-05-2016;20 - 21;184.98
30-05-2016;21 - 22;181.12
30-05-2016;22 - 23;174.05
30-05-2016;23 - 00;163.19
31-05-2016;00 - 01;157.42
31-05-2016;01 - 02;143.15
31-05-2016;02 - 03;122.25
31-05-2016;03 - 04;119.65
31-05-2016;04 - 05;128.72
31-05-2016;05 - 06;159.88
31-05-2016;06 - 07;179.51
31-05-2016;07 - 08;227.62
31-05-2016;08 - 09;266.29
31-05-2016;09 - 10;263.76
31-05-2016;10 - 11;259.82
31-05-2016;11 - 12;259.82
31-05-2016;12 - 13;237.88
31-05-2016;13 - 14;230.08
31-05-2016;14 - 15;222.71
31-05-2016;15 - 16;214.31
31-05-2016;16 - 17;217.58
31-05-2016;17 - 18;234.98
31-05-2016;18 - 19;245.02
31-05-2016;19 - 20;228.74
31-05-2016;20 - 21;220.63
31-05-2016;21 - 22;218.03
31-05-2016;22 - 23;208.59
31-05-2016;23 - 00;182.41
01-06-2016;00 - 01;174.2
01-06-2016;01 - 02;162.3
01-06-2016;02 - 03;156.72
01-06-2016;03 - 04;149.36
01-06-2016;04 - 05;150.1
01-06-2016;05 - 06;173.16
01-06-2016;06 - 07;218.45
01-06-2016;07 - 08;278.85
01-06-2016;08 - 09;303.99
01-06-2016;09 - 10;304.96
01-06-2016;10 - 11;300.79
01-06-2016;11 - 12;301.31
01-06-2016;12 - 13;272.53
01-06-2016;13 - 14;238.83
01-06-2016;14 - 15;229.83
01-06-2016;15 - 16;215.4
01-06-2016;16 - 17;209.16
01-06-2016;17 - 18;223.96
01-06-2016;18 - 19;242.93
01-06-2016;19 - 20;244.86
01-06-2016;20 - 21;230.21
01-06-2016;21 - 22;219.94
01-06-2016;22 - 23;224.33
01-06-2016;23 - 00;193.39
02-06-2016;00 - 01;167.36
02-06-2016;01 - 02;154.34
02-06-2016;02 - 03;149.21
02-06-2016;03 - 04;148.76
02-06-2016;04 - 05;150.7
02-06-2016;05 - 06;170.48
02-06-2016;06 - 07;215.93
02-06-2016;07 - 08;282.43
02-06-2016;08 - 09;301.4
02-06-2016;09 - 10;289.42
02-06-2016;10 - 11;282.65
02-06-2016;11 - 12;270.53
02-06-2016;12 - 13;244.49
02-06-2016;13 - 14;228.87
02-06-2016;14 - 15;224.04
02-06-2016;15 - 16;211.1
02-06-2016;16 - 17;200.31
02-06-2016;17 - 18;213.18
02-06-2016;18 - 19;236.83
02-06-2016;19 - 20;245.16
02-06-2016;20 - 21;237.72
02-06-2016;21 - 22;219.13
02-06-2016;22 - 23;216.9
02-06-2016;23 - 00;182.91
03-06-2016;00 - 01;176.6
03-06-2016;01 - 02;161.27
03-06-2016;02 - 03;157.85
03-06-2016;03 - 04;153.54
03-06-2016;04 - 05;155.47
03-06-2016;05 - 06;167.37
03-06-2016;06 - 07;204.27
03-06-2016;07 - 08;263.71
03-06-2016;08 - 09;298.15
03-06-2016;09 - 10;297.03
03-06-2016;10 - 11;271.07
03-06-2016;11 - 12;265.12
03-06-2016;12 - 13;230.01
03-06-2016;13 - 14;211.71
03-06-2016;14 - 15;192.66
03-06-2016;15 - 16;187.9
03-06-2016;16 - 17;189.62
03-06-2016;17 - 18;208.29
03-06-2016;18 - 19;236.7
03-06-2016;19 - 20;250.02
03-06-2016;20 - 21;232.24
03-06-2016;21 - 22;222.64
03-06-2016;22 - 23;227.85
03-06-2016;23 - 00;210.15
04-06-2016;00 - 01;176.45
04-06-2016;01 - 02;172.65
04-06-2016;02 - 03;160.9
04-06-2016;03 - 04;158.37
04-06-2016;04 - 05;158.15
04-06-2016;05 - 06;158.45
04-06-2016;06 - 07;160.16
04-06-2016;07 - 08;174.81
04-06-2016;08 - 09;204.49
04-06-2016;09 - 10;215.58
04-06-2016;10 - 11;197.57
04-06-2016;11 - 12;200.18
04-06-2016;12 - 13;196.09
04-06-2016;13 - 14;176.75
04-06-2016;14 - 15;176.6
04-06-2016;15 - 16;177.64
04-06-2016;16 - 17;179.87
04-06-2016;17 - 18;192.74
04-06-2016;18 - 19;209.7
04-06-2016;19 - 20;223.68
04-06-2016;20 - 21;222.2
04-06-2016;21 - 22;222.27
04-06-2016;22 - 23;224.95
04-06-2016;23 - 00;214.83
05-06-2016;00 - 01;181.77
05-06-2016;01 - 02;164.06
05-06-2016;02 - 03;153.05
05-06-2016;03 - 04;146.88
05-06-2016;04 - 05;148.07
05-06-2016;05 - 06;139.81
05-06-2016;06 - 07;150.07
05-06-2016;07 - 08;164.58
05-06-2016;08 - 09;184.97
05-06-2016;09 - 10;199.41
05-06-2016;10 - 11;208.63
05-06-2016;11 - 12;209.67
05-06-2016;12 - 13;209.52
05-06-2016;13 - 14;205.36
05-06-2016;14 - 15;198.29
05-06-2016;15 - 16;194.05
05-06-2016;16 - 17;193.38
05-06-2016;17 - 18;197.62
05-06-2016;18 - 19;195.39
05-06-2016;19 - 20;204.91
05-06-2016;20 - 21;214.66
05-06-2016;21 - 22;216.82
05-06-2016;22 - 23;228.72
05-06-2016;23 - 00;207.81
06-06-2016;00 - 01;182.96
06-06-2016;01 - 02;173.51
06-06-2016;02 - 03;166.74
06-06-2016;03 - 04;161.53
06-06-2016;04 - 05;161.68
06-06-2016;05 - 06;173.07
06-06-2016;06 - 07;223.07
06-06-2016;07 - 08;269.05
06-06-2016;08 - 09;281.4
06-06-2016;09 - 10;259.97
06-06-2016;10 - 11;242.34
06-06-2016;11 - 12;237.65
06-06-2016;12 - 13;225.08
06-06-2016;13 - 14;226.64
06-06-2016;14 - 15;222.77
06-06-2016;15 - 16;225.82
06-06-2016;16 - 17;230.58
06-06-2016;17 - 18;258.04
06-06-2016;18 - 19;288.39
06-06-2016;19 - 20;305.51
06-06-2016;20 - 21;277.61
06-06-2016;21 - 22;254.47
06-06-2016;22 - 23;251.56
06-06-2016;23 - 00;214.21
07-06-2016;00 - 01;184.84
07-06-2016;01 - 02;178.81
07-06-2016;02 - 03;176.8
07-06-2016;03 - 04;171.82
07-06-2016;04 - 05;175.09
07-06-2016;05 - 06;196.44
07-06-2016;06 - 07;226.19
07-06-2016;07 - 08;266.43
07-06-2016;08 - 09;300.87
07-06-2016;09 - 10;297.82
07-06-2016;10 - 11;297.52
07-06-2016;11 - 12;297.08
07-06-2016;12 - 13;296.85
07-06-2016;13 - 14;268.74
07-06-2016;14 - 15;266.06
07-06-2016;15 - 16;237.5
07-06-2016;16 - 17;228.42
07-06-2016;17 - 18;238.99
07-06-2016;18 - 19;267.92
07-06-2016;19 - 20;286.22
07-06-2016;20 - 21;259.59
07-06-2016;21 - 22;245.23
07-06-2016;22 - 23;242.41
07-06-2016;23 - 00;204.85
08-06-2016;00 - 01;193.23
08-06-2016;01 - 02;177.68
08-06-2016;02 - 03;169.8
08-06-2016;03 - 04;161.25
08-06-2016;04 - 05;160.2
08-06-2016;05 - 06;177.83
08-06-2016;06 - 07;209.81
08-06-2016;07 - 08;260.83
08-06-2016;08 - 09;307.24
08-06-2016;09 - 10;277.64
08-06-2016;10 - 11;254.73
08-06-2016;11 - 12;245.36
08-06-2016;12 - 13;223.57
08-06-2016;13 - 14;225.13
08-06-2016;14 - 15;229.6
08-06-2016;15 - 16;224.17
08-06-2016;16 - 17;220.08
08-06-2016;17 - 18;217.25
08-06-2016;18 - 19;231.08
08-06-2016;19 - 20;241.87
08-06-2016;20 - 21;233.17
08-06-2016;21 - 22;236.22
08-06-2016;22 - 23;224.32
08-06-2016;23 - 00;197.09
09-06-2016;00 - 01;176.04
09-06-2016;01 - 02;162.65
09-06-2016;02 - 03;154.77
09-06-2016;03 - 04;153.06
09-06-2016;04 - 05;157
09-06-2016;05 - 06;175.74
09-06-2016;06 - 07;213.6
09-06-2016;07 - 08;252.64
09-06-2016;08 - 09;320.39
09-06-2016;09 - 10;327.24
09-06-2016;10 - 11;318.98
09-06-2016;11 - 12;307.9
09-06-2016;12 - 13;266.7
09-06-2016;13 - 14;260.23
09-06-2016;14 - 15;272.72
09-06-2016;15 - 16;265.36
09-06-2016;16 - 17;246.54
09-06-2016;17 - 18;244.54
09-06-2016;18 - 19;254.72
09-06-2016;19 - 20;265.95
09-06-2016;20 - 21;250.63
09-06-2016;21 - 22;244.16
09-06-2016;22 - 23;232.34
09-06-2016;23 - 00;216.65
10-06-2016;00 - 01;181.24
10-06-2016;01 - 02;173.8
10-06-2016;02 - 03;160.27
10-06-2016;03 - 04;148.59
10-06-2016;04 - 05;160.64
10-06-2016;05 - 06;184.74
10-06-2016;06 - 07;220.88
10-06-2016;07 - 08;258.58
10-06-2016;08 - 09;295.92
10-06-2016;09 - 10;315.25
10-06-2016;10 - 11;311.61
10-06-2016;11 - 12;251.22
10-06-2016;12 - 13;243.93
10-06-2016;13 - 14;243.78
10-06-2016;14 - 15;242.97
10-06-2016;15 - 16;243.12
10-06-2016;16 - 17;236.57
10-06-2016;17 - 18;236.72
10-06-2016;18 - 19;246.31
10-06-2016;19 - 20;247.5
10-06-2016;20 - 21;238.43
10-06-2016;21 - 22;235.53
10-06-2016;22 - 23;244.38
10-06-2016;23 - 00;224.37
11-06-2016;00 - 01;199.14
11-06-2016;01 - 02;184.34
11-06-2016;02 - 03;182.18
11-06-2016;03 - 04;179.21
11-06-2016;04 - 05;173.93
11-06-2016;05 - 06;173.63
11-06-2016;06 - 07;179.73
11-06-2016;07 - 08;207.91
11-06-2016;08 - 09;229.47
11-06-2016;09 - 10;239.36
11-06-2016;10 - 11;242.19
11-06-2016;11 - 12;239.29
11-06-2016;12 - 13;236.17
11-06-2016;13 - 14;230.66
11-06-2016;14 - 15;228.29
11-06-2016;15 - 16;227.69
11-06-2016;16 - 17;230.44
11-06-2016;17 - 18;238.4
11-06-2016;18 - 19;237.36
11-06-2016;19 - 20;239.81
11-06-2016;20 - 21;242.56
11-06-2016;21 - 22;235.8
11-06-2016;22 - 23;235.72
11-06-2016;23 - 00;228.51
12-06-2016;00 - 01;207.09
12-06-2016;01 - 02;194.53
12-06-2016;02 - 03;184.71
12-06-2016;03 - 04;184.49
12-06-2016;04 - 05;183.67
12-06-2016;05 - 06;184.04
12-06-2016;06 - 07;184.49
12-06-2016;07 - 08;186.49
12-06-2016;08 - 09;203.97
12-06-2016;09 - 10;214.68
12-06-2016;10 - 11;225.83
12-06-2016;11 - 12;227.99
12-06-2016;12 - 13;226.87
12-06-2016;13 - 14;219.96
12-06-2016;14 - 15;221.3
12-06-2016;15 - 16;220.85
12-06-2016;16 - 17;225.46
12-06-2016;17 - 18;232.23
12-06-2016;18 - 19;242.12
12-06-2016;19 - 20;242.34
12-06-2016;20 - 21;239.29
12-06-2016;21 - 22;241.97
12-06-2016;22 - 23;234.83
12-06-2016;23 - 00;220.25
13-06-2016;00 - 01;184.34
13-06-2016;01 - 02;182.33
13-06-2016;02 - 03;175.49
13-06-2016;03 - 04;171.4
13-06-2016;04 - 05;172.07
13-06-2016;05 - 06;184.41
13-06-2016;06 - 07;220.55
13-06-2016;07 - 08;249.03
13-06-2016;08 - 09;276.1
13-06-2016;09 - 10;296.77
13-06-2016;10 - 11;283.83
13-06-2016;11 - 12;290.67
13-06-2016;12 - 13;254.53
13-06-2016;13 - 14;246.21
13-06-2016;14 - 15;241.37
13-06-2016;15 - 16;235.35
13-06-2016;16 - 17;227.02
13-06-2016;17 - 18;232
13-06-2016;18 - 19;236.09
13-06-2016;19 - 20;245.16
13-06-2016;20 - 21;242.26
13-06-2016;21 - 22;228.43
13-06-2016;22 - 23;223.38
13-06-2016;23 - 00;205.9
14-06-2016;00 - 01;189.1
14-06-2016;01 - 02;179.8
14-06-2016;02 - 03;174.52
14-06-2016;03 - 04;170.95
14-06-2016;04 - 05;174.89
14-06-2016;05 - 06;202.33
14-06-2016;06 - 07;233.94
14-06-2016;07 - 08;279.3
14-06-2016;08 - 09;333.95
14-06-2016;09 - 10;334.32
14-06-2016;10 - 11;334.03
14-06-2016;11 - 12;371.35
14-06-2016;12 - 13;522.75
14-06-2016;13 - 14;383.7
14-06-2016;14 - 15;372.39
14-06-2016;15 - 16;298.63
14-06-2016;16 - 17;247.1
14-06-2016;17 - 18;245.91
14-06-2016;18 - 19;267.32
14-06-2016;19 - 20;279
14-06-2016;20 - 21;267.7
14-06-2016;21 - 22;238.03
14-06-2016;22 - 23;229.33
14-06-2016;23 - 00;222.26
15-06-2016;00 - 01;199.51
15-06-2016;01 - 02;193.11
15-06-2016;02 - 03;185.31
15-06-2016;03 - 04;182.33
15-06-2016;04 - 05;183
15-06-2016;05 - 06;224.94
15-06-2016;06 - 07;257.06
15-06-2016;07 - 08;273.57
15-06-2016;08 - 09;289.78
15-06-2016;09 - 10;275.8
15-06-2016;10 - 11;275.95
15-06-2016;11 - 12;283.98
15-06-2016;12 - 13;259.52
15-06-2016;13 - 14;248.36
15-06-2016;14 - 15;245.39
15-06-2016;15 - 16;242.86
15-06-2016;16 - 17;229.4
15-06-2016;17 - 18;233.64
15-06-2016;18 - 19;256.77
15-06-2016;19 - 20;274.46
15-06-2016;20 - 21;263.9
15-06-2016;21 - 22;247.25
15-06-2016;22 - 23;245.54
15-06-2016;23 - 00;203.23
16-06-2016;00 - 01;199
16-06-2016;01 - 02;190.89
16-06-2016;02 - 03;187.47
16-06-2016;03 - 04;180.86
16-06-2016;04 - 05;183.9
16-06-2016;05 - 06;217.15
16-06-2016;06 - 07;252.62
16-06-2016;07 - 08;313.15
16-06-2016;08 - 09;359.7
16-06-2016;09 - 10;370.26
16-06-2016;10 - 11;413.02
16-06-2016;11 - 12;412.73
16-06-2016;12 - 13;318.36
16-06-2016;13 - 14;316.27
16-06-2016;14 - 15;316.05
16-06-2016;15 - 16;304.38
16-06-2016;16 - 17;261.54
16-06-2016;17 - 18;256.48
16-06-2016;18 - 19;283.41
16-06-2016;19 - 20;268.23
16-06-2016;20 - 21;262.36
16-06-2016;21 - 22;245.55
16-06-2016;22 - 23;234.47
16-06-2016;23 - 00;221.01
